,Origin,Lat,Long,Max Temp (F),Humidity %,Cloudiness %,Wind Speed (mph),Date
421,chapais,49.78,-74.85,39.2,32,1,25.28,1587233679
422,quincy,42.25,-71.0,39.2,93,90,14.99,1587233794
423,timmins,48.47,-81.33,44.6,33,90,13.87,1587233692
424,tazmalt,36.39,4.4,68.0,88,75,3.36,1587233794
425,paamiut,61.99,-49.67,29.59,91,100,22.75,1587233795
426,puerto leguizamo,-0.19,-74.78,76.95,70,99,2.24,1587233795
427,nantucket,41.28,-70.1,42.01,93,90,24.16,1587233772
428,buraydah,26.33,43.98,78.8,50,50,19.46,1587233795
429,khorramabad,33.49,48.36,58.37,34,100,2.75,1587233795
430,swift current,50.28,-107.8,33.8,64,90,23.04,1587233795
431,leningradskiy,69.38,178.42,-3.64,89,51,7.58,1587233796
432,nuzvid,16.78,80.85,81.14,71,9,6.13,1587233796
433,soyo,-6.13,12.37,79.2,81,96,6.13,1587233796
434,mehamn,71.04,27.85,35.33,85,99,13.09,1587233734
435,tabanan,-8.54,115.13,82.4,94,20,3.36,1587233796
436,agadez,19.75,10.25,85.39,11,0,2.77,1587233589
437,kargopol,61.51,38.95,28.99,97,95,2.75,1587233797
438,krasnouralsk,58.36,60.04,34.05,82,93,8.19,1587233797
439,sholokhove,47.69,34.03,47.95,51,38,8.05,1587233797
440,faanui,-16.48,-151.75,82.76,70,60,8.72,1587233797
441,muhos,64.81,25.99,37.4,74,90,13.87,1587233797
442,campos novos,-27.4,-51.23,72.54,33,4,3.76,1587233798
443,bogalusa,30.79,-89.85,78.8,61,90,4.7,1587233798
444,porto novo,6.5,2.6,86.0,79,40,12.75,1587233798
445,pudozh,61.81,36.53,30.27,98,89,1.88,1587233798
446,piacabucu,-10.41,-36.43,84.83,67,14,8.99,1587233798
447,haines junction,60.75,-137.51,42.53,50,1,1.5,1587233617
448,kismayo,-0.36,42.55,84.13,77,100,10.83,1587233799
449,northam,51.03,-4.22,57.0,86,46,3.0,1587233799
450,norman wells,65.28,-126.83,37.4,93,90,11.41,1587233799
451,jalu,29.03,21.55,73.94,23,0,8.63,1587233799
452,rock sound,24.9,-76.2,78.24,80,2,13.24,1587233799
453,acatic,20.78,-102.88,87.01,26,40,11.41,1587233800
454,chanika,-5.42,38.02,68.11,82,100,3.13,1587233800
455,dobryanka,58.46,56.42,35.6,93,94,8.95,1587233800
456,tilichiki,60.47,166.1,1.96,90,12,9.57,1587233800
457,beringovskiy,63.05,179.32,18.05,96,100,18.81,1587233800
458,saravan,39.72,45.65,59.0,58,40,6.93,1587233801
459,kocevje,45.64,14.86,54.34,54,69,4.23,1587233801
460,shingu,33.73,135.98,51.78,69,1,12.64,1587233801
461,tocopilla,-22.09,-70.2,83.91,29,19,7.54,1587233801
462,kurunegala,7.49,80.36,76.21,86,57,1.61,1587233801
463,fukue,32.69,128.84,59.27,70,85,13.69,1587233801
464,khasan,42.43,130.64,44.02,67,0,3.42,1587233802
465,nago,26.59,127.98,71.6,88,1,3.36,1587233696
466,nyurba,63.28,118.33,6.75,93,69,4.54,1587233802
467,mahajanga,-15.72,46.32,82.4,69,75,6.93,1587233802
468,onega,63.91,38.14,33.33,96,99,6.38,1587233802
469,saint-augustin,51.23,-58.65,29.7,88,33,17.52,1587233802
470,vung tau,10.35,107.08,81.34,80,77,12.73,1587233544
471,mareeba,-17.0,145.43,75.2,100,90,1.25,1587233766
472,makurdi,7.74,8.51,90.03,51,31,7.38,1587233803
473,marsh harbour,26.54,-77.06,81.95,72,3,15.14,1587233718
474,hede,33.77,120.25,51.19,92,100,8.46,1587233803
475,scarborough,54.28,-0.4,46.99,87,50,4.0,1587233637
476,olinda,-8.01,-34.86,87.8,66,40,9.17,1587233745
477,cilegon,-6.02,106.05,78.8,83,20,3.36,1587233804
478,wilkie,52.42,-108.7,32.0,81,40,14.99,1587233804
479,peniche,39.36,-9.38,63.0,78,26,8.01,1587233804
480,husavik,66.04,-17.34,50.0,57,90,49.44,1587233805
481,freeport,40.66,-73.58,44.01,75,90,12.75,1587233805
482,qui nhon,13.77,109.23,76.19,89,69,3.98,1587233805
483,la ronge,55.1,-105.28,28.4,46,75,12.75,1587233805
484,general roca,-39.03,-67.58,80.6,44,83,2.24,1587233805
485,poum,-20.23,164.02,78.17,77,81,14.76,1587233805
486,tagusao,9.19,117.81,81.25,79,69,2.13,1587233806
487,vao,-22.67,167.48,75.09,69,26,11.03,1587233806
488,hoi an,15.88,108.33,78.8,88,40,1.12,1587233767
489,almeria,37.17,-2.33,64.4,88,90,3.36,1587233806
490,bijie,27.31,105.29,55.27,57,32,2.89,1587233806
491,hirara,24.8,125.28,73.96,88,98,17.45,1587233806
492,alta,69.97,23.27,39.2,80,95,3.36,1587233807
493,juneau,58.3,-134.42,44.01,81,20,3.36,1587233807
494,tanete,-3.94,119.78,77.9,85,100,2.1,1587233807
495,atar,20.52,-13.05,86.22,13,0,15.46,1587233807
496,inta,66.03,60.17,31.89,94,100,3.71,1587233807
497,launceston,-41.45,147.17,41.0,86,90,3.36,1587233807
498,los llanos de aridane,28.66,-17.92,68.0,60,20,17.22,1587233807
499,port lincoln,-34.73,135.87,58.5,74,51,5.14,1587233808
500,bagarji,27.76,68.75,82.4,48,90,3.98,1587233808
501,salamanca,40.83,-6.0,59.0,58,20,4.7,1587233808
502,hanting,36.77,119.21,53.78,69,100,7.09,1587233808
503,mana,5.66,-53.78,83.82,77,75,8.86,1587233808
504,siva,29.2,25.52,76.15,21,0,8.16,1587233808
505,edea,3.8,10.13,86.0,79,75,4.7,1587233809
506,la pila,22.05,-100.87,75.2,29,75,6.93,1587233809
507,okhotsk,59.38,143.3,8.15,85,54,12.57,1587233810
508,consett,54.85,-1.83,46.99,70,21,8.05,1587233810
509,naucalpan,19.48,-99.24,77.0,38,5,4.7,1587233633
510,oliver,49.18,-119.55,53.6,62,75,11.41,1587233810
511,caraguatatuba,-23.63,-45.49,77.0,50,40,2.24,1587233811
512,aripuana,-9.17,-60.63,77.99,80,100,4.38,1587233811
513,shenjiamen,29.96,122.3,58.91,82,100,16.78,1587233811
514,swakopmund,-22.68,14.53,57.2,87,24,8.05,1587233811
515,cairns,-16.92,145.77,75.2,100,90,2.28,1587233622
516,dekar,-21.53,21.93,78.19,26,85,7.72,1587233811
517,alugan,12.22,125.48,81.43,79,29,14.52,1587233812
518,monrovia,6.3,-10.8,82.4,83,75,6.93,1587233812
519,bathsheba,13.22,-59.52,87.8,55,40,20.8,1587233623
520,aswan,24.09,32.91,80.6,22,69,14.99,1587233812
521,weligama,5.97,80.42,80.47,83,50,4.76,1587233812
522,denpasar,-8.65,115.22,82.4,94,20,3.36,1587233747
523,madimba,-10.4,40.33,77.0,94,75,11.41,1587233813
524,victoria,22.29,114.16,75.0,83,96,5.7,1587233718
525,port hedland,-20.32,118.57,78.8,94,67,8.05,1587233813
526,taksimo,56.34,114.88,16.12,82,99,6.33,1587233813
527,zaraza,9.35,-65.32,103.96,21,88,4.18,1587233814
528,sibolga,1.74,98.78,78.17,80,100,3.24,1587233814
529,doha,25.29,51.53,78.01,73,31,6.93,1587233574
530,aklavik,68.22,-135.01,23.0,79,75,11.41,1587233814
531,muromtsevo,56.37,75.24,52.52,66,81,14.18,1587233814
532,san quintin,30.48,-115.95,62.74,57,23,16.8,1587233815
533,ucluelet,48.93,-125.55,57.99,87,90,4.7,1587233722
534,barre,44.2,-72.5,44.01,44,90,4.7,1587233815
535,tessalit,20.2,1.01,98.2,7,79,7.38,1587233815
536,matinhos,-25.82,-48.54,77.0,60,40,10.29,1587233815
537,veraval,20.9,70.37,81.95,60,0,11.36,1587233815
538,mounana,-1.41,13.16,80.6,83,20,4.7,1587233816
539,anadyr,64.75,177.48,15.8,85,90,17.9,1587233718
540,turayf,31.67,38.66,71.6,40,40,4.7,1587233695
541,ischia,40.73,13.95,62.01,72,83,3.0,1587233816
542,oktyabrskoye,43.06,44.74,46.4,65,97,8.95,1587233816
543,vila franca do campo,37.72,-25.43,62.6,82,75,10.29,1587233672
544,vila velha,-20.33,-40.29,79.0,65,20,13.87,1587233817
545,zaysan,47.47,84.87,51.98,38,44,3.58,1587233817
546,calugareni,44.17,26.0,68.0,45,34,7.96,1587233817
547,leh,34.17,77.58,36.03,17,94,5.91,1587233817
548,tambura,5.6,27.47,77.27,62,59,5.86,1587233817
549,missoula,47.02,-113.8,53.01,37,20,2.26,1587233817
550,pingliang,35.54,106.69,44.47,47,16,1.34,1587233818
551,road town,18.42,-64.62,86.0,66,40,9.17,1587233818
552,bima,-8.47,118.72,77.59,80,74,1.03,1587233818
553,ola,59.58,151.28,8.8,92,100,14.76,1587233818
554,rio cuarto,-33.13,-64.35,82.4,32,0,31.09,1587233814
555,palmerston north,-40.35,175.62,55.99,93,40,3.0,1587233818
556,fort nelson,58.81,-122.7,48.2,45,40,8.05,1587233818
557,nicoya,10.15,-85.45,95.0,28,8,10.29,1587233819
558,zabid,14.2,43.32,89.53,54,55,9.62,1587233819
559,yar-sale,66.83,70.83,34.72,98,100,6.22,1587233819
560,celestun,20.87,-90.4,87.78,53,36,7.61,1587233819
561,jiangyou,31.77,104.72,58.78,68,39,1.25,1587233819
562,faya,18.39,42.45,66.2,82,20,9.17,1587233820
563,flin flon,54.77,-101.86,19.4,52,20,8.05,1587233718
564,rodeo,38.03,-122.27,61.0,51,90,9.17,1587233820
565,myre,69.1,15.95,39.99,93,78,10.29,1587233820
566,carballo,43.21,-8.69,57.99,78,50,5.99,1587233820
567,great yarmouth,52.61,1.73,48.0,99,98,1.99,1587233820
568,dvinskoy,62.15,45.12,31.71,95,94,1.72,1587233821
569,altamira,-3.2,-52.21,87.8,58,75,3.36,1587233821
570,mapiripan,2.89,-72.13,76.5,79,98,7.56,1587233821
571,sabalgarh,26.25,77.4,87.66,14,29,5.57,1587233821
